         SN     survey          z            chisq     dof          DayMax   RestFrameMag_0_B                  X0                  X1                Color                 Skew     DayMax_coverr        DayMax_err   RestFrameMag_0_B_coverr   RestFrameMag_0_B_err           X0_coverr              X0_err           X1_coverr              X1_err         Skew_coverr            Skew_err      Color_coverr         Color_err          CovDayMaxX0   CovDayMaxRestFrameMag_0_B          CovDayMaxX1        CovDayMaxSkew       CovDayMaxColor              CovX0X1            CovX0Skew           CovX0Color   CovRestFrameMag_0_BX1   CovRestFrameMag_0_BSkew   CovRestFrameMag_0_BColor            CovX1Skew           CovX1Color         CovSkewColor  
      22075       SDSS    0.12893    13.1373663901    19.0   54425.3536953      19.9507453778   0.000187109080665       1.60652709878     -0.0352888204525       -2.19012339497    0.499520224858    0.483245201318           0.0378296073273        0.0374846685011   6.64553101157e-06   6.58587821514e-06       1.79726689431       1.75779990247      0.493067939455      0.478722049078   0.0306771230898   0.0303302762759    1.57358446741e-06            -0.0088417421003      -0.488714430392        0.22604036866     0.00364758886398    -5.0892559853e-06    1.09469284864e-06   -9.78728802479e-08         0.0253456038627         -0.00624152518203          0.000563538988393      -0.398528290148    -0.00125262898011     0.00413837273127  
      18721       SDSS    0.39135    44.8468547449    67.0   54372.2897617      22.0887650085    2.5984080109e-05     -0.309768880797      -0.119575447679       0.840165362687     2.96625482833     2.85760074125            0.110144670912         0.112553245582   3.22337996476e-06   3.29534500458e-06       1.85213821609       1.31241466907       3.36304671572       3.18104082526   0.0875537286621   0.0867438663536   -4.01775494479e-06              0.113354912286       -3.28523614692         8.7315124008      0.0955795978452   -2.05596110226e-06   -7.27922951977e-06    -1.5351819425e-07          0.054658348583             0.19719923241           0.00445479660647       -1.82137196257     0.00727806279848       0.151416279754  
      17784       SDSS    0.03652    47.7538504634    40.0   54366.9254182      17.3131628969    0.00212423909063      -0.68822441992      0.0596905163259      -0.875221722981    0.182479620955     0.18087554882           0.0278509065151        0.0276407933201   5.49736225525e-05   5.46062479611e-05     0.0926726169298     0.0918037825242      0.272042255234      0.269440292582   0.0224452256199   0.0222305480697   -7.99842811656e-07           0.000318261582755     -0.0102045513334      0.0427478265515    0.000479295080271   -9.01184145526e-07   -3.77373494018e-06   -9.25514423311e-07       0.000470322935888          0.00175855379777          0.000468238535619    -0.00828631179728   -0.000217180884825     0.00117450480969  
      12856       SDSS    0.17028    41.4590472057    55.0   53996.1869084      20.1095354247   0.000161053277686       1.18178588795     -0.0977353980165      -0.334024896888    0.558364792044    0.557800399576           0.0295058750946        0.0293185031168   4.47269154804e-06   4.44543135701e-06      0.305145106974      0.303458871813      0.948135795227      0.930666824801    0.024778969314   0.0246816294243   -8.50157279184e-07            0.00483592856957      -0.131848495406       0.450333912183     0.00373922570896    1.82658228169e-07   -1.71744763619e-06   -8.44203357841e-08      -0.000961120719528          0.00966220373371          0.000559956839261      -0.168110214741    -0.00164962918448     0.00715715335995  
      17809       SDSS    0.28051    115.932259436   115.0    54369.166557      21.4370653818   4.73351736382e-05       2.05822470409      0.0181178714904        0.14026049433     1.37097403327     1.31782486998           0.0597198486182        0.0582876263119   2.69646649896e-06   2.59192565712e-06      0.674096977379      0.669533401939       1.46765782867        1.3555684348   0.0446133086341   0.0443048195569    -1.6233851462e-06             0.0318556796509      -0.652338855099        1.89701672831      0.0196951317222   -2.01518422592e-07   -2.37452338977e-06   -8.13332503825e-08        0.00586110506529           0.0482538201537           0.00181685042389       -0.52367693311    -0.00384666688645      0.0252514373507  
      15222       SDSS    0.19801    30.3551517574    53.0   54031.2711278      20.9461049654   7.49532519504e-05      -1.45318333396      0.0151340222817       -1.14977847361    0.617628899383    0.604371724574           0.0387461839715        0.0382743371351   2.69435829577e-06   2.66584939311e-06      0.442395872386      0.438833375724      0.749308663144      0.729714399043   0.0352492591983   0.0349689047668   -3.61110685173e-07            0.00450417672623      -0.163706420998       0.417317197803     0.00474704237929   -8.78264306102e-08   -6.63808367859e-07   -6.59558961898e-08          0.001385424606          0.00857263391554          0.000949391629282      -0.156019545195    -0.00169141314985     0.00650526935826  
      13005       SDSS    0.12593    15.6996056351    32.0   53964.5460233     -14.2142116966   0.000199820561638     -0.349330153633     -0.0105781402904    5.08893662347e+14     1.30327436905      1.3042235615             11.0945263847           11.471073989   2.25182244836e-05   2.27654082792e-05      0.349750824954      0.351447445475   8.84447038263e+17   1.53125397493e+14   0.0479265564556   0.0484418384938   -2.46966552943e-05              0.179987616324      0.0334341322079    7.62396856644e+14      0.0346674083088   -3.37334721624e-06       -37213681017.2   -8.50007710628e-07        -0.0911014025047        -8.39586537632e+17           0.00702964485546    1.25397888064e+15      0.0033926863437    2.31900155841e+14  
       7779       SDSS    0.37986    98.8452081719    95.0   53675.2139929      21.9016705581   3.08041876989e-05       1.55876704713      -0.105730317165       0.851449972312     1.54976512549     1.43788616758           0.0460980305399        0.0456688056679    1.3973387365e-06   1.35974213872e-06       1.03727488295      0.943728675791        1.4566984678       1.41017370621    0.050403169327   0.0499739102677   -7.14751505918e-07             0.0229559469039      -0.995262582101        1.98564181398      0.0351640514817   -2.10815984102e-07   -1.05739130065e-06   -3.46633321796e-08        0.00495218781516           0.0331601750512           0.00112876783353      -0.603489542997    -0.00941675957283      0.0356316000816  
   sn2006ob       SDSS    0.05817    88.0420561587    70.0   54063.0237897      18.1919990413   0.000950721340138      -2.36170177346     -0.0450739502944       -2.37820693581    0.163780482305    0.163014743524           0.0182101483745        0.0180959785498   1.59605485796e-05   1.58656658407e-05      0.156587110343      0.155543001267      0.290129270881      0.287576058894   0.0178674126502   0.0177348548805   -2.01090293104e-07           0.000162730956326     -0.0127689187049      0.0396793570727    0.000513329415462    -6.7396902959e-08   -7.55948079982e-07   -2.07175171062e-07       7.67412033451e-05         0.000705643701371          0.000236809375622     -0.0163158948023   -0.000310190252643    0.000871453727017  
      15203       SDSS    0.21468    51.2805918633    51.0   54026.0224058      20.6954688652   9.38267466862e-05       1.58056174969     -0.0329857693504      -0.113414600477     0.87381766461    0.853747322078           0.0377300120948        0.0372391530403   3.30896476575e-06   3.26232516247e-06      0.427272702878      0.424488872506      0.894212864247      0.834658803416   0.0329392824441   0.0326845404754   -1.13849515429e-06             0.0116617887053      -0.257673694301       0.727373032116     0.00671220890665    6.22024668606e-08    -1.2650386173e-06   -8.16135032769e-08      -0.000378190827528           0.0128722678462          0.000940211256031      -0.221382320589    -0.00145694967698     0.00671915344839  
      15161       SDSS     0.2485    46.3817717746    45.0   54024.3112816      21.1754858158   6.05262637501e-05      0.255633364355     -0.0665744266163       -1.09143355335      1.9827191017     2.27535312172           0.0587798924442        0.0608278493208   3.67473300475e-06   3.80006627228e-06      0.953843552288       1.01715931367       2.22895397299       2.38908724847   0.0499968016832   0.0501660422335    -5.7141249115e-06             0.0824785303146       -1.67196090466        4.28919073994      0.0558405722491    2.03883614662e-06   -6.62148425791e-06   -1.43207654632e-07        -0.0286621457097           0.0918553223224           0.00228752321169       -1.78204880897     -0.0210480185594      0.0641242241187  
      15756       SDSS    0.37835    35.8079130856    54.0   54040.0247938      22.4570404279   1.84086644148e-05      -3.79390312733      -0.183271253563        2.79418840191     1.96163050677     1.74822372584             0.08867669648        0.0889830432532   2.07503105113e-06   2.02610926583e-06       1.47427787198       1.37223221545       2.68416143266       2.42679788311   0.0785268970704   0.0769057545959   -2.31105707395e-06             0.0584069767741       -1.68528006263        4.44950701241      0.0857156240038    1.66344251053e-07   -4.48792169236e-06   -7.35536887799e-08         0.0081358242659             0.11790283324           0.00172757394872       -1.33704941282     -0.0313117298825       0.132424425447  
      21669       SDSS    0.12281    8.63230266709    16.0   54433.8104595      19.4928317816   0.000285916309258     -196324017618.0      0.0205822191744         2.3977230445     1.89888706302     2.14117524353             9.81125351713          10.7007324083   2.94862139248e-05   2.76978160279e-05   1.74355491326e+12       5177192103.43       2.25116950566       2.43303340782   0.0629749984811   0.0681720617762   -4.16322747944e-06             -0.448211426764       -11356705698.4        3.97757993556      0.0979862279039        112511.037594   -2.70166742367e-05   -7.29602941131e-07      -4.70134625263e+12           -0.324945445697          -0.00604232801875       -14649464399.9       -377638668.438       0.119402508022  
      19940       SDSS    0.14582    51.0394251833    38.0   54408.2579411      19.7913682552   0.000215002243181      0.555036218207     0.00017746263518        1.68095802476    0.334790379221    0.333852408748           0.0278197402765        0.0276054130806   5.57792361682e-06    5.5428929127e-06      0.354827468052      0.352561499966      0.431927402087      0.431904145757   0.0241847835283   0.0240837749809   -3.97092705101e-07            0.00171087444038     -0.0777191424234       0.110110579338     0.00135023013186    2.56842153803e-08   -6.79084323236e-07   -1.08049411859e-07      -7.47022312962e-05          0.00283837503788          0.000538429843526       -0.05944881962   -0.000104901140887     0.00240070053233  
       2031       SDSS    0.15186    62.0396081912    57.0   53635.8594625      19.6527528474   0.000245350410509      0.983430012232      -0.145491940785      -0.564528990976    0.391842196814    0.388730511731           0.0278098279401        0.0276875527631    6.2463153492e-06   6.22355742956e-06      0.229986375096       0.22819983646       0.40905452788      0.404830082431   0.0236391303014   0.0235751577821   -4.24042488143e-07            0.00162047675205      -0.058073128285       0.152499732899     0.00237998468953   -2.11579267984e-08    -5.3743422205e-07   -1.10841795688e-07       0.000134553654624          0.00208160411313          0.000496586974443     -0.0532597616149    -0.00120718458496     0.00242615525037  
       5103       SDSS     0.1605    48.4748895383    64.0   53655.3420691       20.369842222   0.000126756794769     -0.583430801417      0.0315613723112       0.616230716702       0.616381545    0.624699038904            0.035034746971        0.0349323312413   4.19415346255e-06   4.18538749286e-06      0.319187366827      0.319306106522      0.693497559826      0.698653296516   0.0280866196105   0.0279105636175   -1.09408081507e-06             0.0083979929394      -0.162059405209       0.409769485327     0.00500676933374    2.65063591965e-07   -1.35895216351e-06   -9.45747741352e-08       -0.00192819805668           0.0104656172497          0.000792365390083      -0.165931544902    -0.00154007935823      0.0061336485044  
       1241       SDSS    0.08889    52.4692808686    60.0   53635.0247408      19.1030030469   0.000408488172124     -0.416683546257      0.0446150722717      -0.907262720335    0.273071040576    0.270509820366           0.0286710912031        0.0284176274163   1.08122137607e-05    1.0722069974e-05      0.139467976121      0.137706687071      0.294591918132      0.292357183335   0.0230524984906   0.0228971193994   -2.47089879367e-07           0.000510488837992     -0.0278095248392      0.0764955167519     0.00108551041415    -1.1041306441e-07   -4.70187328909e-07   -2.00045167418e-07       0.000332676417726           0.0010786006815          0.000529282276508     -0.0262285583791   -0.000476323157006     0.00130553266405  
      14735       SDSS    0.30001    64.4457841789    70.0   54015.3483258      21.7068605543   3.69468655228e-05      -1.05809114272      0.0489484647694        1.27858571035     1.13155707399     1.13808814238           0.0541548555223        0.0536656234196   1.92694771412e-06   1.89619258511e-06      0.734771246903       0.72591482387       1.10081756479       1.07426226483   0.0461384511143   0.0455948814353   -5.52632418778e-07             0.0127069290464      -0.570268249342        1.00827218002     0.00889205797035   -2.13220290017e-07   -1.20441972009e-06   -4.95406953173e-08        0.00690340234553           0.0305279993217           0.00140392613737      -0.305342040157    -0.00153201206238      0.0139012422963  
       3199       SDSS    0.24961    73.7875228621    89.0    53646.609257      21.5234308273      4.36448187e-05       1.88313564141     0.00346463697964       0.883722477436     1.80390523624     1.84102096817           0.0514272926516        0.0515061429864   2.43312788938e-06   2.32802820281e-06      0.749840914205      0.761505974592       1.96699976059       1.87142973391   0.0449432829416   0.0444941434452   -2.76562883253e-06             0.0451171578651       -1.10803695596        3.41417679732      0.0399968964063    5.17570323727e-07   -3.39883807476e-06   -7.51829487931e-08       -0.00617820136516           0.0566879524762             0.001544509334        -1.0715103787     -0.0125527077999      0.0459545314357  
      20764       SDSS    0.16387     24.032869613    31.0   54421.4914057      20.2697279526   0.000139764083843      -1.18223239902       -0.10247338114       -1.57492126877     0.76610524556    0.572636273118           0.0352350133602        0.0346334017734   4.64304377835e-06   4.48518008093e-06       1.23052103293       1.04163303925       0.87112819248      0.636887468708   0.0333492528497   0.0316717732596   -8.82738531052e-07            0.00526554196282      -0.601064164236       0.636101318977       0.011828807793    6.99324784725e-08   -1.33203564785e-06   -1.05830262275e-07       0.000302540487676          0.00829682432133          0.000788631900056      -0.634843985537     -0.0060530973688      0.0139221035238  
      15229       SDSS    0.22256    34.4870959919    40.0   54032.2225171      21.0019881165   7.08063217236e-05       1.17225050087     -0.0349041998484       -0.24356262501      1.2282032918     1.16333293216           0.0408111039405        0.0400092122221   2.71057557166e-06   2.64278642074e-06       0.67783275201       0.67324484528       1.24351333789       1.13422864957   0.0393008151569   0.0389050648514   -9.98207852112e-07             0.0122035233393      -0.688270395745        1.47205570343       0.011995167495    1.52941214315e-07   -1.27350359869e-06   -7.29616202767e-08        -0.0012210218218            0.016179070217           0.00110422980278       -0.63803267828    -0.00531509308122       0.013909187167  
      12977       SDSS    0.24562     21.746212431    44.0   53994.9787734      21.1421682193   6.22312184813e-05     0.0760292251004     -0.0463693731112       0.302463151383      2.1844278102     1.86647680055            0.248774575624        0.0463245647479   3.15289530954e-06   3.14348375005e-06       1.02532990908      0.859853944882       28.4650129393       7.07490690306   0.0473151192785   0.0476448356634   -3.97461264992e-06              0.212118502359        -2.0753766961        18.4307528725      0.0496776708757    1.30487872903e-06   -2.52015251274e-05   -1.15572557518e-07        -0.0994801927106            -3.67686463943           0.00214426798221       -6.56444309914     -0.0195243361599       0.279017226019  
      21033       SDSS    0.22786    24.5711562712    23.0   54421.6431732      20.9925519496   7.17330377223e-05      -2.31004510153      -0.080138603163      -0.308214672637     1.25882732665     1.36881973707           0.0451269256964        0.0446882876873   3.05420208892e-06   3.01758799692e-06       2.17068367824       2.11970965837         1.322073376       1.42870905697   0.0463444204768   0.0461398151379   -1.60755050159e-06             0.0206224354522       -1.64950747213        1.60649536958      0.0275209494495    1.33012325765e-06   -2.08624697471e-06   -9.10001090286e-08        -0.0197373309396           0.0272408416497           0.00134128472583       -1.59578155511     -0.0319027709284      0.0298042516029  
      19002       SDSS     0.2671    25.4952051627    43.0   54392.9843629      21.1910321802   5.94632852527e-05      0.398057258516      -0.102181805511       0.180713833449    0.858766372461     0.85120980164           0.0422714032859        0.0418365724633   2.33126823265e-06    2.3088250337e-06        0.5419332658      0.534452032463      0.929328368644      0.907888218441   0.0400525251316   0.0398623629122   -4.86767861652e-07            0.00756484630161      -0.339993206079       0.720071225019      0.0096325404839   -7.27941625443e-08   -8.91298849846e-07   -6.13612668359e-08        0.00168641375717           0.0145970235727           0.00112247687542      -0.278242763758    -0.00358555222259      0.0118513772551  
      20227       SDSS    0.28243    25.2894267944    36.0   54410.8196948      21.5303574759   4.36276196295e-05       -3.8974805056      -0.123149906902       0.968109905312     2.02683245283     1.75126057029            0.059827071278        0.0617991265983   2.90236258631e-06   2.92760163984e-06       2.11896030343       1.87205288389       2.45831192322       2.36691433655    0.054718759208   0.0545222987118   -3.45236834916e-06             0.0620237454415       -3.58737796819        4.66934563213      0.0479768147708    2.14729037505e-06    -5.1541861903e-06   -1.01894423429e-07        -0.0376160004799            0.092320990162           0.00209626818105       -3.75463493329     -0.0365076353203      0.0661379874631  
      18612       SDSS    0.11368      79.88130791    56.0   54383.9081603      19.6700322933   0.000241990915342     -0.838667752248      0.0649454119091      -0.146635394901    0.248892187533    0.247539379106            0.028883518884        0.0286094564984   6.51079680941e-06   6.45195765221e-06      0.153110393904      0.152603891841      0.519052335563      0.516056112493   0.0236137444225   0.0235247460779   -3.29070216994e-07            0.00131293866575     -0.0234520999286      0.0757304494491    0.000966285792465    1.62366040309e-08   -9.56129857585e-07   -1.25775264927e-07      -5.29622480614e-05          0.00361942784892          0.000556191418957      -0.019606551002   -0.000329837077151     0.00306404867797  
      16737       SDSS     0.1988    8.93971144987    15.0   54068.8092958     -19.0157243565   0.000111015281449   9.67104435202e+16     -0.0479657263323      -0.457456457009     1.57553785538     1.69755555816             14.8782560603          16.3079277395   9.07186240289e-06   8.03838148866e-06   4.73933122268e+17   1.28429249143e+14       1.68434015782       1.44129873349   0.0588336619252   0.0591340026233   -9.38735989425e-07             -0.174593914841    5.22077557039e+15        2.42611854735      0.0337166893724        32793599503.1   -5.93906561869e-06   -1.81380718156e-07      -1.76740994818e+18          -0.0827343274949            0.0129049259996    2.32429042706e+15   -2.93999214363e+14      0.0355010574878  
      17223       SDSS    0.23381    24.4985971121    32.0   54349.1582835      20.6386639944   7.35823219264e-05      0.487998862759     0.00930328364311        10.4732413696     3.48977187733     3.31452421869              8.5138955409          9.21387128826   7.96162335119e-06    6.9268055989e-06       1.13677728609       1.10481170425      520704519718.0       226934384.674   0.0625763937274   0.0594550596548   -2.26068981364e-05                13.915179195       -3.43408419394       -2507093142.16       0.127324111143    4.89738884955e-06        15532.8762656   -3.88531789597e-07           -3.9578618538           -476993232571.0             0.177094397866        -449974423.74     -0.0344516206909       -194674731.179  
      17435       SDSS    0.21674    36.4870667231    50.0   54362.7960424      20.7682588569   8.47895493946e-05     0.0302926655023     -0.0436497403549        4.70989430626     1.56033172163     1.62555168278           0.0482054287028        0.0479322929937   5.35107588822e-06   5.51570911872e-06      0.465486579325      0.443049258479       1.86510094183       1.96329656096   0.0463353918732    0.046383622405   -6.73158317175e-06             0.0481803143148      -0.565445313121        2.82792262093      0.0461301551338    1.25764210938e-06   -8.34976091752e-06   -2.04098149695e-07       -0.00884537082656           0.0567467770912           0.00179008735557      -0.613615789743      -0.010947522514      0.0552832590865  
       8046       SDSS    0.25833    14.6714670971    38.0   53683.1517948        21.60577828    4.0615651337e-05      0.348280399686       0.041660710462      0.0539453128599     1.93249431253     2.10319604051           0.0608985810705        0.0602135383265   2.58822834208e-06   2.41254093871e-06       1.16862351024       1.16178773473       2.08166690711       2.10332358275   0.0552137006901   0.0546969293283   -2.53530416243e-06             0.0467892290388       -1.69922563568        3.87811479823      0.0492507852211    3.66393948062e-07   -3.46455879572e-06   -8.78964179938e-08       -0.00330099217806           0.0667576834904           0.00203872123572       -1.58536540222     -0.0186893118845      0.0569711732146  
      17218       SDSS    0.17757    23.7874995468    38.0    54350.588681      20.4700712695   0.000111110079516     -0.985172817471    -0.00791363439008        4.87200950459     1.44079351288     1.44643861464           0.0602041332574        0.0502969358218   8.70083918729e-06   8.85521129215e-06       0.45509918207      0.449376562659       2.59548279057       2.65267186317    0.046056318289   0.0463915582709   -1.05161624128e-05             0.0325053442161      -0.427479868186        2.18834819677      0.0365952684078     1.4257742742e-06   -1.77830876321e-05   -3.17661019564e-07        -0.0101353176639          -0.0395944082052          0.000417475205311      -0.162662518372      -0.005902225239       0.085765173224  
      19794       SDSS    0.29542    38.9354704666    52.0   54396.8885563      22.2462043327   2.27103695809e-05      -3.19602761461      0.0461713418885       -1.71422617815     2.37647763434     2.17029860278            0.106668589908         0.107590210137   2.62713479228e-06   2.39018397792e-06       1.51844539137       1.43976565149       3.22166454627       2.59531079014   0.0834396078817   0.0806298272052   -4.27330840171e-06              0.138008839527       -2.25936458534         7.2073959645      0.0720124043732    5.48300878643e-07   -6.80811995277e-06   -1.36552855812e-07       -0.00787988540741            0.219098858248           0.00515008106213       -2.38719159295     -0.0107754461181       0.125336308945  
      19632       SDSS    0.30702    56.8094636898    63.0   54399.3269415       21.886839845   3.11380262219e-05     -0.858438985374     -0.0170728666741        2.62110476747     2.46155481372     2.52325183952           0.0779083073677        0.0798975647512   2.69697915011e-06   2.70924139096e-06       1.28449059979       1.11104061979       2.69882612596       2.57619218178   0.0576432689375   0.0571321084712   -3.69119008106e-06             0.0950305321282       -2.52796538862        6.38245550118      0.0471975969963    3.00387786071e-07   -4.73388943821e-06   -9.03685328152e-08       -0.00564718841425            0.122946199781           0.00263221452415       -2.43441523522    -0.00879326664569      0.0619031822673  
      14318       SDSS    0.05654    2.59508936493     9.0   54068.8714162      2.57852920064    0.00116323629528       21336322.1605    -0.00825164722119       -1.50537909369     1.96610879657       2.138190589             11.7059949878          12.8477335265   0.000136863408498   0.000134036424477   1.70789814893e+14      227028473849.0       2.20736270813        1.9185664131   0.0437166931709   0.0433692848619    0.000101255007549             -0.168845314819   -2.33043769363e+12        4.05949871382      0.0464854851067        32504184.7648    1.76011670797e-05   -7.20026916098e-07      -5.08450172222e+14           -0.155386191685          -0.00234854255856   -2.65747401038e+12       -62491600680.2      0.0553226131921  
      15171       SDSS    0.13818     78.702458119    69.0   54028.5399323      19.6386837988   0.000248497937303       1.00862777681      -0.085388293042      -0.206127905093    0.301492509659    0.298601003306           0.0284569790842        0.0282352886714   6.51795010752e-06   6.47801679542e-06       0.21316815359      0.211039283158      0.425877163459      0.423777778017   0.0235629152537   0.0233635653991   -2.76271568265e-07            0.00098280633611     -0.0383592189553        0.11325700116     0.00117113003735   -3.69554480814e-08   -5.75851499916e-07   -1.24170581994e-07       0.000200656951744          0.00213258962684           0.00054331516292     -0.0414872744662   -0.000361111296488     0.00211266982902  
      20581       SDSS    0.20554    17.8713270289    23.0   54420.2381195      20.6552587302   9.69012490671e-05      -8.73102505974     -0.0836115872665        2.93027088894     1.04545220633    0.938812035281           0.0443824723001        0.0444730539807   4.66543271756e-06   4.70636385627e-06       3.71898141269       3.70879774941       1.23737503615       1.18867774925   0.0367301728482   0.0365319625449   -3.11398989816e-06             0.0251156658181       -2.63950885551        1.25605489208      0.0156851140113    5.90796858398e-06   -4.17664213109e-06   -1.29008979404e-07        -0.0460525436062           0.0339201401627           0.00126791471433       -2.85212500034     -0.0222826206895      0.0202952684484  
      15301       SDSS     0.2466    44.4398154295    47.0   54034.8169863      20.6614993651    9.7142920406e-05      0.283484715154      -0.139883934616        -1.2913949458     1.66944294778    0.867299122554           0.0490642996009        0.0415900402649   5.08884988666e-06   3.73239252315e-06      0.698573061608      0.557920516289       1.92590823169      0.768758455952   0.0440965423778   0.0389321404595   -5.99781562718e-06             0.0507965681738        -1.0639592586        3.16310942977      0.0461861619394    1.84651679477e-06   -7.52615002066e-06   -1.85298392093e-07        -0.0150927009562           0.0643550205338           0.00178572915547       -1.16363070668     -0.0158575166704      0.0559857041972  
      15897       SDSS    0.16869    45.8774549682    50.0   54041.7141963       20.895907701   7.87951398486e-05       -2.6001978141       0.022800818908       -2.21970821165    0.503746247122    0.503698200445           0.0415583197284        0.0411714139205    3.0344015775e-06    3.0093200902e-06      0.470472891833      0.468404699652      0.590662861971      0.586015174052    0.036837416177   0.0364950328337   -1.04510472265e-07             0.0010895646422      -0.159410663421       0.258189990488     0.00221159725525   -2.28065410848e-07    -3.1948811723e-07   -8.22176178514e-08         0.0031609687527          0.00383561971398           0.00112731685465      -0.144308687779   -0.000145622499581     0.00316674980734  
      20064       SDSS    0.10391    45.9211419944    33.0   54412.1059172      19.2369732353   0.000359768690821       1.63235710217      0.0509921717829      -0.478357878172    0.246404083376    0.244538009938            0.028743398161        0.0285119126077   9.61116882221e-06   9.54232061697e-06      0.270928101511      0.268259160217      0.357813520032      0.356163301156   0.0230245305727   0.0228536516232   -1.80162650332e-07           0.000401484565406     -0.0354239114178      0.0787620358202    0.000581040329221   -6.37798666871e-07   -7.52917215065e-07   -1.81907475731e-07        0.00189245433696          0.00200143501329          0.000543748217648      -0.027469068554    0.000732093155659     0.00153212211885  
      19543       SDSS    0.12164    40.7363551274    49.0   54400.5332902      19.9306299754   0.000190835627072     -0.513778836827     -0.0211834473272       -1.37244991119    0.241740568777    0.238330569406           0.0299110585379        0.0296583746823   5.25444569483e-06   5.22014220791e-06      0.218947293785      0.217601099336      0.281280122199      0.277766731377   0.0242705564158   0.0241191128048   -1.86494734715e-07           0.000964735429389     -0.0267106638747      0.0604680195196     0.00014327524522   -1.60129224678e-07   -2.93619459464e-07   -1.02680628584e-07       0.000900695527186          0.00152803863854          0.000586308511316     -0.0222666542734    0.000774113685909     0.00039127324323  
       2246       SDSS    0.19422    65.5685323718    75.0   53633.2654717      20.9391273211   7.52309701068e-05      0.562053896255      0.0601222994404       -1.17765783843    0.831198591584    0.795732241321           0.0480769572126        0.0475493112113   3.40983457474e-06   3.36330858722e-06       0.42327376917      0.420419305963       1.22878854346        1.1826213472   0.0371186871119   0.0367360419901   -1.38541784649e-06             0.0181439267044      -0.169035196226       0.913350608794     0.00833344239687   -1.47787189351e-07   -2.46564189589e-06   -9.40641336842e-08        0.00232051081108           0.0324338065285           0.00133708923799      -0.154214914163   -0.000557381049683      0.0144859652816  
       1580       SDSS    0.18322    36.1932434299    71.0   53634.1104951      20.2578650264    0.00014015001769      0.837274904543     -0.0374415508286       0.958562812832     0.69959032835     0.67961233596           0.0392504947827        0.0390849525781   5.19915939439e-06   5.17559447042e-06      0.323389736522      0.320817097694      0.792861656288      0.760606306787   0.0288574525972   0.0286354358341   -1.74108986013e-06             0.0121060323213      -0.135719818409       0.521104297449     0.00587220812489    2.78786900524e-08   -2.39372888777e-06   -1.11444065079e-07       1.15557788523e-05           0.0168330548596          0.000851434377441      -0.115620360943     -0.0014817850293     0.00762867754888  
      20687       SDSS    0.18772    35.4387375333    31.0     54419.32696      21.1287860635     6.308990801e-05        1.9256251342       0.158687881398       -1.95173484744     2.37259148109     2.76234218216           0.0544936054016        0.0542344250844   3.62602737396e-06    3.4608959557e-06       2.44737804031       2.34367920474       2.57987479083       2.81065644224   0.0570615108206   0.0564136717662   -2.87598218029e-06             0.0214966615529       -4.59774500935        5.99590580619      0.0691800496358    7.73102862372e-07   -4.15443363727e-06   -1.48725253486e-07        0.00407015215045           0.0373353462779           0.00202203014576       -4.73078981773      -0.037838358075      0.0819289488825  
      12928       SDSS    0.13868    19.6388208177    39.0   53973.1926556      19.7039222568   0.000192805768627     -0.699323666329     -0.0240399151068        8.69058613693     1.88916661513     1.58118638793             9.32399584934          10.6745914377   1.60164652989e-05   1.59548890988e-05      0.503323756283      0.458071982123   8.31023557633e+12       3663534702.99   0.0470127017266   0.0469683757343   -2.56718536086e-05               6.30416019537      -0.832414118832        83065127570.1       0.057738534652    5.21918138127e-06       -502019.578548   -6.24870652441e-07          -1.63691629432        -8.53876934159e+12             0.123185464114        6394714304.52     -0.0140412496018       -2382867007.65  
      18030       SDSS    0.15506    69.0208711408    60.0   54372.9311636      20.3726896485   0.000126846513492     -0.560253184855     -0.0509107907278      -0.802967738882    0.624992555163    0.616018482302           0.0566305333337        0.0559325315099   6.60565813278e-06   6.55614041442e-06      0.281397434211      0.279596050475      0.761704414049      0.742194007764   0.0353044937461   0.0351069746536   -2.74773240333e-06             0.0232201226747     -0.0505402463759       0.453023581939     0.00789871260774    -3.8767899536e-07   -3.61892331817e-06   -1.80528551641e-07        0.00333865175167            0.030554840951            0.0015593190608     -0.0336704522441     0.00137454708151       0.010748643064  
      15674       SDSS    0.19654    31.6460147862    47.0   54039.0886364      21.0135313689   7.03131640909e-05      0.589745875462     0.00486222006765       -1.55096983725    0.655855855143    0.638353893544           0.0470915076556        0.0467014220937   3.03905537467e-06   3.01935959182e-06      0.617233636071      0.606236604215      0.680642103116      0.660991846812   0.0382939372243   0.0381066551016    3.86400402488e-07           -0.00650229779478      -0.312862900799       0.393407663031    -0.00246606688238   -8.64723781369e-07   -8.46301179042e-08   -8.52922024531e-08         0.0135454665608         0.000604917798075            0.0013234286172      -0.235495209446     0.00579488299606     0.00148392916492  
      13099       SDSS    0.26451    59.6852406444    48.0   53995.0353569      21.5208910087   4.40415266674e-05      0.318423454037     -0.0247508811015       -1.13683370051     3.68808400773     4.25088447095             7.52869115496          7.48591378741   3.81952862632e-06   3.78037781638e-06       1.76486852708       1.90097778664       35289235913.1       8245604.84458   0.0578484779512   0.0575634708425   -7.92140919055e-06               14.5540232263       -5.77715911734       -46036792.9383      0.0453072322976    1.48430219026e-06        796.476819372   -1.38362733947e-07          -6.27597211512            -29535888877.7            0.0453775151381        93371081.4371    -0.00572055636898        -35887923.534  
